,Author,Quotes,Likes,Tags
27,"Michelle Hodkin,",“Thinking something does not make it true. Wanting something does not make it real.”,2936,"['inspirational-quotes,', 'mara-dyer,', 'reality,', 'truth']"
28,"William Goldman,","“When I was your age, television was called books.”",2936,"['book,', 'fantasy,', 'humour']"
29,Gail Carson Levine,“A library is infinity under a roof.”,2936,
0,James Baldwin,"“Children have never been very good at listening to their elders, but they have never failed to imitate them.”",2936,"['parenting,', 'role-models']"
1,C.S. Lewis,“You can make anything by writing.”,2935,['writing']
2,Henry Wadsworth Longfellow,"“The love of learning, the sequestered nooks,",2935,"['books,', 'learning,', 'love,', 'serenity']"
3,Bill Watterson,"“You know, Hobbes, some days even my lucky rocket ship underpants don't help.”",2934,"['bad-day,', 'calvin-and-hobbes,', 'luck']"
4,John Muir,"“When one tugs at a single thing in nature, he finds it attached to the rest of the world.”",2931,['inspirational']
5,"Sarah J. Maas,","“When you spend so long trapped in darkness, Lucien, you find that the darkness begins to stare back.”",2930,
6,"Stephen Chbosky,","“And all the books you've read have been read by other people. And all the songs you've loved have been heard by other people. And that girl that's pretty to you is pretty to other people. and that if you looked at these facts when you were happy, you would feel great because you are describing 'unity.”",2930,"['common-experience,', 'unity']"
7,"J.K. Rowling,","“Ginny!"" said Mr. Weasley, flabbergasted. ""Haven't I taught you anything? What have I always told you? Never trust anything that can think for itself if you can't see where it keeps its brain?”",2928,"['humor,', 'trust']"
8,"مصطفى محمود,",“الكراهية تكلف أكثر من الحب.. لأنها إحساس غير طبيعي.. إحساس عكسي مثل حركة الأجسام ضد جاذبية الأرض.. تحتاج إلى قوة إضافية وتستهلك وقوداً أكثر”,2927,
9,"Randy Pausch,",“The brick walls are there for a reason. The brick walls are not there to keep us out. The brick walls are there to give us a chance to show how badly we want something. Because the brick walls are there to stop the people who don’t want it badly enough. They’re there to stop the other people.”,2927,"['barriers,', 'challenges,', 'failure,', 'failures,', 'inspirational,', 'perseverance']"
10,"Margaret Mitchell,",“Burdens are for shoulders strong enough to carry them.”,2926,
11,"Rainer Maria Rilke,","“Therefore, dear Sir, love your solitude and try to sing out with the pain it causes you. For those who are near you are far away... and this shows that the space around you is beginning to grow vast.... be happy about your growth, in which of course you can't take anyone with you, and be gentle with those who stay behind; be confident and calm in front of them and don't torment them with your doubts and don't frighten them with your faith or joy, which they wouldn't be able to comprehend. Seek out some simple and true feeling of what you have in common with them, which doesn't necessarily have to alter when you yourself change again and again; when you see them, love life in a form that is not your own and be indulgent toward those who are growing old, who are afraid of the aloneness that you trust.... and don't expect any understanding; but believe in a love that is being stored up for you like an inheritance, and have faith that in this love there is a strength and a blessing so large that you can travel as far as you wish without having to step outside it.”",2924,"['aloneness,', 'change,', 'common-ground,', 'faith,', 'love,', 'loved-ones,', 'relationships,', 'solitude']"
12,Neil Gaiman,"“[D]on't ever apologise to an author for buying something in paperback, or taking it out from a library (that's what they're there for.",2923,"['books,', 'libraries,', 'library,', 'reading']"
13,"Sarah J. Maas,","“My name is Celaena Sardothien. But it makes no difference if my name's Celaena or Lillian or Bitch, because I'd still beat you, no matter what you call me.”",2921,['assassin']
14,E.E. Cummings,"“Trust your heart if the seas catch fire, live by love though the stars walk backward.”",2920,"['decisions,', 'love,', 'stars,', 'taking-chances']"
15,"Agatha Christie,",“Very few of us are what we seem.”,2919,
16,"Evelyn Waugh,","“Sometimes, I feel the past and the future pressing so hard on either side that there's no room for the present at all.”",2919,
17,"Benjamin Alire Sáenz,",“Words were different when they lived inside of you.”,2917,
18,Stephen King,“I think that we're all mentally ill. Those of us outside the asylums only hide it a little better - and maybe not all that much better after all.”,2913,
19,"Stieg Larsson,","“Friendship- my definition- is built on two things. Respect and trust. Both elements have to be there. And it has to be mutual. You can have respect for someone, but if you don't have trust, the friendship will crumble.”",2911,"['friendship,', 'incredibly-true,', 'mutuality,', 'reciprocity,', 'respect,', 'trust']"
20,Jim Butcher,"“When everything goes to hell, the people who stand by you without flinching -- they are your family. ”",2911,['family']
21,Albert Einstein,“Black holes are where God divided by zero.”,2910,['humor']
22,Joyce Carol Oates,"“Reading is the sole means by which we slip, involuntarily, often helplessly, into another's skin, another's voice, another's soul.”",2906,['reading']
23,Virginia Woolf,"“Writing is like sex. First you do it for love, then you do it for your friends, and then you do it for money.”",2901,['writing']
24,"Cassandra Clare,",“Jace shook his blond head in exasperation.,2900,"['humor,', 'jace']"
25,Audrey Hepburn,“If I’m honest I have to tell you I still read fairy-tales and I like them best of all.”,2899,['fairy-tales']
26,Maya Angelou,“A woman's heart should be so hidden in God that a man has to seek Him just to find her.”,2898,['inspirational']
27,"Erin Morgenstern,",“The finest of pleasures are always the unexpected ones.”,2897,
28,Robert Louis Stevenson,"“Life is not a matter of holding good cards, but of playing a poor hand well.”",2897,['life']
29,"Jodi Picoult,","“If you have a sister and she dies, do you stop saying you have one? Or are you always a sister, even when the other half of the equation is gone?”",2897,"['death,', 'loss,', 'sisters']"
0,"Rick Riordan,",“It's hard to enjoy practical jokes when your whole life feels like one.”,2896,"['enjoy,', 'humor,', 'joke,', 'prank']"
1,Lillian Hellman,“People change and forget to tell each other.”,2895,
2,"Chuck Palahniuk,","“No matter how careful you are, there's going to be the sense you missed something, the collapsed feeling under your skin that you didn't experience it all. There's that fallen heart feeling that you rushed right through the moments where you should've been paying attention.",2894,['life']
3,Marcel Proust,"“The real voyage of discovery consists not in seeking new landscapes, but in having new eyes.”",2894,"['discovery,', 'travel']"
4,Steve Jobs,“Remembering that you are going to die is the best way I know to avoid the trap of thinking you have something to lose. You are already naked. There is no reason not to follow your heart.”,2893,
5,Bob Dylan,"“Behind every beautiful thing, there's some kind of pain.”",2892,"['beautiful,', 'behind,', 'kind,', 'of,', 'pain,', 'thing']"
6,Neil Gaiman,“Being a writer is a very peculiar sort of a job: it's always you versus a blank sheet of paper (or a blank screen) and quite often the blank piece of paper wins.”,2891,['writing']
7,Mark Twain,"“I've lived through some terrible things in my life, some of which actually happened.”",2891,['humor']
8,"J. K. Rowling,","“What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally the whole school knows.”",2891,['dumbledore']
9,"Stephen Chbosky,","“please believe that things are good with me, and even when they're not, they will be soon enough. And i will always believe the same about you.”",2890,"['happiness,', 'inspirational,', 'life']"
10,"Veronica Roth,",“It must require bravery to be honest all the time.”,2889,
11,Steve Martin,"“Some people have a way with words, and other people...oh, uh, not have way.”",2889,"['humor,', 'words']"
12,"Cornelia Funke,",“Books have to be heavy because the whole world's inside them.”,2889,['inkheart']
13,"Roy T. Bennett,","“Stop comparing yourself to other people, just choose to be happy and live your own life.”",2888,"['happiness,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'living,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking']"
14,"Suzanne Collins,",“You're a painter. You're a baker. You like to sleep with the windows open. You never take sugar in your tea. And you always double-knot your shoelaces.”,2887,"['katniss-everdeen,', 'peeta-mellark']"
15,"Kazuo Ishiguro,","“Memories, even your most precious ones, fade surprisingly quickly. But I don’t go along with that. The memories I value most, I don’t ever see them fading.”",2887,['memory']
16,Arrigo Boito,"“When I saw you I fell in love, and you smiled because you knew.”",2887,['love']
17,"Paulo Coelho,","“Don't give in to your fears. If you do, you won't be able to talk to your heart.”",2886,['fear']
18,"John Green,",“You like someone who can't like you back because unrequited love can be survived in a way that once-requited love cannot. ”,2884,
19,"Leonard Cohen,",“There is a crack in everything.,2884,"['hope,', 'light']"
20,Mahatma Gandhi,“The best way to find yourself is to lose yourself in the service of others.”,2883,"['attributed-no-source,', 'discovery,', 'identity,', 'self-discovery,', 'service']"
21,Virginia Woolf,"“As a woman I have no country. As a woman I want no country. As a woman, my country is the whole world.”",2883,['women']
22,W.C. Fields,"“It ain't what they call you, it's what you answer to.”",2882,"['labels,', 'names']"
23,"Brian Jacques,","“Even the strongest and bravest must sometimes weep. It shows they have a great heart, one that can feel compassion for others.”",2881,
24,"Stephenie Meyer,","“Forbidden to remember, terrified to forget; it was a hard line to walk.”",2880,['memory']
25,Don Miguel Ruiz,“1. Be Impeccable With Your Word,2877,"['spirituality,', 'toltec-wisdom']"
26,Roy T. Bennett,“You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.”,2876,"['achievement,', 'change,', 'comfort-zone,', 'courage,', 'dream,', 'dreams,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'leader,', 'leaders,', 'leadership,', 'life,', 'life-quotes,', 'living,', 'motivation,', 'motivational,', 'start-up,', 'step-out-of-your-comfort-zone']"
27,"Nicholas Sparks,","“I fell in love with her when we were together, then fell deeper in love with her in the years we were apart.”",2876,"['love,', 'separation']"
28,"Laurell K. Hamilton,","“I will love you always. When this red hair is white, I will still love you. When the smooth softness of youth is replaced by the delicate softness of age, I will still want to touch your skin. When your face is full of the lines of every smile you have ever smiled, of every surprise I have seen flash through your eyes, when every tear you have ever cried has left its mark upon your face,I will treasure you all the more, because I was there to see it all. I will share your life with you, Meredith, and I will love you until the last breath leaves your body or mine.”",2876,"['inspirational,', 'love,', 'relationships']"
29,"Roy T. Bennett,",“You are not rich until you have a rich heart.”,2875,"['heart,', 'inspiration,', 'inspirational,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-quotes,', 'living,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'rich,', 'rich-heart,', 'richness']"
0,"Nicholas Sparks,",“The emotion that can break your heart is sometimes the very one that heals it...”,2875,"['at-first-sight,', 'emotions,', 'healing,', 'heartbreak,', 'love,', 'nicholas,', 'nicholas-sparks,', 'sparks']"
1,Harvey Fierstein,"“Never be bullied into silence. Never allow yourself to be made a victim. Accept no one's definition of your life, but define yourself.”",2873,"['be-yourself,', 'identity,', 'individuality,', 'inspirational,', 'life,', 'self-determination,', 'self-esteem,', 'self-expression']"
2,"Haruki Murakami,","“I want you always to remember me. Will you remember that I existed, and that I stood next to you here like this?”",2872,
3,Ben Okri,"“Stories can conquer fear, you know. They can make the heart bigger.”",2872,['stories']
4,"Daniel Defoe,",“It is never too late to be wise.”,2870,
5,Sarah Dessen,"“Anyone can hide. Facing up to things, working through them, that's what makes you strong.”",2870,"['inspirational,', 'strength,', 'tough-times']"
6,"Richelle Mead,",“The only thing better than imagining Dimitri carrying me in his arms was imagining him shirtless while carrying me in his arms.”,2869,"['academy,', 'mead,', 'richelle,', 'vampire']"
7,"Fyodor Dostoevsky,","“I say let the world go to hell, but I should always have my tea.”",2868,"['hell,', 'individualism,', 'irony,', 'selfishness,', 'tea']"
8,"Harper Lee,","“Sometimes the Bible in the hand of one man is worse than a whisky bottle in the hand of (another)... There are just some kind of men who - who're so busy worrying about the next world they've never learned to live in this one, and you can look down the street and see the results.”",2867,"['bible,', 'god,', 'hatred,', 'judgement,', 'religion']"
9,"J.M. Barrie,","“When the first baby laughed for the first time, its laugh broke into a thousand pieces, and they all went skipping about, and that was the beginning of fairies.”",2864,['happiness']
10,"Roy T. Bennett,","“Do not let the memories of your past limit the potential of your future. There are no limits to what you can achieve on your journey through life, except in your mind.”",2863,"['future,', 'inspiration,', 'inspirational,', 'inspirational-attitude,', 'inspirational-life,', 'inspirational-quotes,', 'inspire,', 'inspiring,', 'life,', 'life-and-living,', 'life-lessons,', 'life-quotes,', 'limit,', 'living,', 'motivation,', 'motivational,', 'optimism,', 'optimistic,', 'positive,', 'positive-affirmation,', 'positive-life,', 'positive-thinking,', 'potential']"
11,Boris Pasternak,“I don't like people who have never fallen or stumbled. Their virtue is lifeless and it isn't of much value. Life hasn't revealed its beauty to them. ”,2863,['life']
12,"Honoré de Balzac,","“The more one judges, the less one loves.”",2859,"['human-nature,', 'love']"
13,Oscar Wilde,"“Selfishness is not living as one wishes to live, it is asking others to live as one wishes to live.”",2859,['selfishness']
14,Anais Nin,"“I must be a mermaid, Rango. I have no fear of depths and a great fear of shallow living.”",2857,"['anais-nin,', 'inspirational,', 'living,', 'mermaids,', 'no-fear,', 'sea']"
15,"J.D. Salinger,",“I like it when somebody gets excited about something. It's nice.”,2855,
16,Mahatma Gandhi,“Let the first act of every morning be to make the following resolve for the day:,2855,"['bravery,', 'god,', 'goodness,', 'humanity,', 'justice,', 'kindness,', 'peace,', 'suffering']"
17,Neil Gaiman,"“I hope that in this year to come, you make mistakes.",2854,"['2012,', 'blog,', 'new-year']"
18,"Søren Kierkegaard ,",“Anxiety is the dizziness of freedom.”,2854,"['anxiety,', 'dizziness,', 'fear,', 'freedom,', 'life']"
19,"Chuck Palahniuk,","“When we don't know who to hate, we hate ourselves.”",2854,"['hate,', 'self-loathing']"
20,Tim Burton,“One person's craziness is another person's reality.”,2853,"['craziness,', 'insanity,', 'perspective,', 'reality,', 'sanity']"
21,"Madeline Miller,","“He is half of my soul, as the poets say.”",2852,"['inspirational,', 'love']"
22,"J.R.R. Tolkien,","“May it be a light to you in dark places, when all other lights go out.”",2851,"['benediction,', 'gift,', 'light']"
23,Anais Nin,"“I am only responsible for my own heart, you offered yours up for the smashing my darling. Only a fool would give out such a vital organ”",2849,
24,Edward Abbey,“Better a cruel truth than a comfortable delusion.”,2848,['truth']
25,"Andy Warhol,","“They always say time changes things, but you actually have to change them yourself.”",2847,"['change,', 'initiative,', 'time']"
26,"Charles Darwin,","“If I had my life to live over again, I would have made a rule to read some poetry and listen to some music at least once every week.”",2846,"['arts,', 'life,', 'music,', 'poetry']"
27,Dr. Seuss,"“Remember me and smile, for it's better to forget than to remember me and cry.”",2842,"['dr-seuss,', 'goodbye']"
28,Georg Wilhelm Friedrich Hegel,“Nothing great in the world was accomplished without passion.”,2841,
29,"Kurt Vonnegut Jr.,","“And I urge you to please notice when you are happy, and exclaim or murmur or think at some point, 'If this isn't nice, I don't know what is.”",2841,
0,"Yann Martel,",“To choose doubt as a philosophy of life is akin to choosing immobility as a means of transportation.”,2841,['life']
1,Phyllis Diller,“A smile is a curve that sets everything straight.”,2840,['humor']
2,"Robert Louis Stevenson,","“I kept always two books in my pocket, one to read, one to write in.”",2840,"['books,', 'inspirational,', 'on-writing,', 'reading']"
3,"Neil Gaiman,","“Things need not have happened to be true. Tales and dreams are the shadow-truths that will endure when mere facts are dust and ashes, and forgot.”",2840,['sandman']
4,Martin Luther King Jr.,"“The ultimate measure of a man is not where he stands in moments of comfort and convenience, but where he stands at times of challenge and controversy.”",2840,['challanges']
5,"Sarah J. Maas,",“There are good days and hard days for me—even now. Don’t let the hard days win.”,2839,
6,Gustave Flaubert,"“Do not read as children do to enjoy themselves, or, as the ambitious do to educate themselves. No, read to live.”",2838,
7,Jean de La Fontaine,"“Rare as is true love, true friendship is rarer.”",2838,
8,"Richelle Mead,","“Did you see that dress?” ""I saw the dress.” ""Did you like it?” He didn't answer. I took that as a yes. ""Am I going to endanger my reputation if I wear it to the dance?” When he spoke, I could barely hear him. ""You'll endanger the school.” I smiled and fell asleep.”",2838,"['funny,', 'sweet']"
9,Hunter S. Thompson,"“I hate to advocate drugs, alcohol, violence, or insanity to anyone, but they've always worked for me.”",2838,
10,"Jamie McGuire,","“I know we're fucked up, alright? I'm impulsive, and hot tempered, and you get under my skin like no one else. You act like you hate me one minute, and then need me the next. I never get anything right, and I don't deserve you...but I fucking love you, Abby. I love you more than I loved anyone or anything ever. When you're around, I don't need booze, or money, or the fighting, or the one-night stands...”",2837,['love']
11,"Cassandra Clare,","“Whatever you are physically...male or female, strong or weak, ill or healthy--all those things matter less than what your heart contains. If you have the soul of a warrior, you are a warrior. All those other things, they are the glass that contains the lamp, but",2837,"['character,', 'clockwork-angel,', 'jem-carstairs,', 'lamp,', 'light,', 'soul,', 'warrior']"
12,"Elizabeth Wurtzel,","“That's the thing about depression: A human being can survive almost anything, as long as she sees the end in sight. But depression is so insidious, and it compounds daily, that it's impossible to ever see the end.”",2837,['depression']
13,"Neil Gaiman,","“Grown-ups don't look like grown-ups on the inside either. Outside, they're big and thoughtless and they always know what they're doing. Inside, they look just like they always have. Like they did when they were your age. Truth is, there aren't any grown-ups. Not one, in the whole wide world.”",2836,
14,"Stieg Larsson,",“What she had realized was that love was that moment when your heart was about to burst.”,2835,"['adoration,', 'infatuation,', 'love']"
15,Sheng Wang,"“A friend said to me, “Hey you need to grow a pair. Grow a pair, Bro.” It’s when someone calls you weak, but they associate it with a lack of testicles. Which is weird, because testicles are the most sensitive things in the world. If you suddenly just grew a pair, you’d be a lot more vulnerable. If you want to be tough, you should lose a pair. If you want to be real tough, you should grow a vagina. Those things can take a pounding.”",2833,"['feminism,', 'humor,', 'misattributed-betty-white']"
16,Warsan Shire,"“My alone feels so good, I'll only have you if you're sweeter than my solitude.”",2832,
17,"Jack Kornfield,",“In the end,2832,"['eastern-philosophy,', 'inspirational']"
18,Mother Teresa,“Do not think that love in order to be genuine has to be extraordinary. What we need is to love without getting tired. Be faithful in small things because it is in them that your strength lies.”,2832,['paraphrased']
19,Bob Marley,“Better to die fighting for freedom then be a prisoner all the days of your life.”,2831,"['freedom,', 'liberty,', 'life,', 'revolution']"
20,"Chuck Palahniuk,","“You are not special. You're not a beautiful and unique snowflake. You're the same decaying organic matter as everything else. We're all part of the same compost heap. We're all singing, all dancing crap of the world.”",2831,['unique']
21,Edmund Burke,“The only thing necessary for the triumph of evil is for good men to do nothing.”,2831,['evil']
22,P.C. Cast  Kristin Cast,"“If you have good friends, no matter how much life is sucking , they can make you laugh.”",2830,['friendship']
23,"Charlotte Brontë,","“No sight so sad as that of a naughty child,"" he began, ""especially a naughty little girl. Do you know where the wicked go after death?""",2830,"['children,', 'hell,', 'humor,', 'religion']"
24,"Maya Angelou,",“Try to be a rainbow in someone's cloud.”,2830,"['2008,', 'advice']"
25,"J.K. Rowling,","“I hope you're pleased with yourselves. We could all have been killed - or worse, expelled. Now if you don't mind, I'm going to bed.”",2829,"['humor,', 'school']"
26,Mother Teresa,"“Kind words can be short and easy to speak, but their echoes are truly endless.”",2829,['misattributed-to-mother-teresa']
27,Charles Lamb,"“I always arrive late at the office, but I make up for it by leaving early.”",2829,"['humor,', 'work']"
28,C. JoyBell C.,"“Life is too short to waste any amount of time on wondering what other people think about you. In the first place, if they had better things going on in their lives, they wouldn't have the time to sit around and talk about you. What's important to me is not others' opinions of me, but what's important to me is my opinion of myself.”",2828,"['defiant,', 'freedom,', 'inspirational,', 'inspirational-attitude,', 'inspirational-quotes,', 'inspiring,', 'life-and-living,', 'self-belief,', 'self-love,', 'self-worth,', 'society']"
29,Lawrence Ferlinghetti,“If you're too open-minded; your brains will fall out.”,2826,"['beatnik,', 'cynical,', 'funny,', 'humour']"
0,"Ayn Rand,","“I could die for you. But I couldn't, and wouldn't, live for you.”",2826,"['death,', 'die,', 'fountainhead,', 'life,', 'live,', 'mortality']"
1,"Charlotte Bronte,","“I have for the first time found what I can truly love–I have found you. You are my sympathy–my better self–my good angel–I am bound to you with a strong attachment. I think you good, gifted, lovely: a fervent, a solemn passion is conceived in my heart; it leans to you, draws you to my centre and spring of life, wrap my existence about you–and, kindling in pure, powerful flame, fuses you and me in one.”",2824,
2,Cassandra Clare,“My rapier wit hides my inner pain.”,2824,"['humor,', 'jace-wayland,', 'the-mortal-instruments,', 'tmi']"
3,"Lemony Snicket,",“It is one of life's bitterest truths that bedtime so often arrives just when things are really getting interesting.”,2824,
4,Virginia Woolf,"“I can only note that the past is beautiful because one never realises an emotion at the time. It expands later, and thus we don't have complete emotions about the present, only about the past.”",2824,"['beauty,', 'emotion,', 'history,', 'memory,', 'recollection']"
5,Anais Nin,"“I am lonely, yet not everybody will do. I don't know why, some people fill the gaps and others emphasize my loneliness. In reality those who satisfy me are those who simply allow me to live with my ''idea of them.”",2823,['diary-entry']
6,"Jo Walton,","“It doesn't matter. I have books, new books, and I can bear anything as long as there are books.”",2822,['books']
7,Heinrich Heine,"“Where words leave off, music begins.”",2821,"['music,', 'power-of-music']"
8,Terry Pratchett,"“If you have enough book space, I don't want to talk to you.”",2820,"['books,', 'shelves']"
9,"Lauren Oliver,",“I'd rather die my way than live yours.”,2817,"['independence,', 'lena-holoway,', 'self-determination,', 'self-reliance']"
10,"J.R.R. Tolkien,",“It's the job that's never started as takes longest to finish.”,2817,"['fellowship,', 'gamgee,', 'hobbit,', 'samwise,', 'tolkien']"
11,Dante Alighieri,“My course is set for an uncharted sea.”,2816,
12,Mark Twain,“Education: the path from cocky ignorance to miserable uncertainty.”,2816,['education']
13,"Glen Cook,",“Morning is wonderful. Its only drawback is that it comes at such an inconvenient time of day.”,2814,"['morning,', 'waking-up']"
14,Marilyn Monroe,“Sometimes things fall apart so that better things can fall together”,2813,
15,"John Green,","“Headline?"" he asked.",2812,"['funny,', 'humor,', 'humour,', 'internet,', 'john-green,', 'pedophile,', 'pedophilia,', 'tfios,', 'the-fault-in-our-stars']"
16,"Alexandre Dumas,","“I am not proud, but I am happy; and happiness blinds, I think, more than pride.”",2812,"['happiness,', 'pride']"
17,"Jennifer Niven,","“You are all the colors in one, at full brightness.”",2811,
18,George Orwell,“The most effective way to destroy people is to deny and obliterate their own understanding of their history.”,2810,"['history,', 'propaganda,', 'rewriting-history']"
19,"David Foster Wallace,",“The truth will set you free. But not until it is finished with you.”,2809,"['freedom,', 'truth']"
20,Neil Gaiman,"“I hope you will have a wonderful year, that you'll dream dangerously and outrageously, that you'll make something that didn't exist before you made it, that you will be loved and that you will be liked, and that you will have people to love and to like in return. And, most importantly (because I think there should be more kindness and more wisdom in the world right now), that you will, when you need to be, be wise, and that you will always be kind.”",2808,['kindness']
21,Albert Einstein,“Everything must be made as simple as possible. But not simpler.”,2807,"['einstein,', 'paraphrased,', 'science,', 'systems']"
22,Anthony Powell,“I get a warm feeling among my books.”,2806,
23,"Rainbow Rowell,","“Holding Eleanor's hand was like holding a butterfly. Or a heartbeat. Like holding something complete, and completely alive.”",2805,"['friendship,', 'high-school,', 'love,', 'relationships,', 'sweet,', 'teenage-love']"
24,"Peter S. Beagle,","“Great heroes need great sorrows and burdens, or half their greatness goes unnoticed. It is all part of the fairy tale.”",2805,"['heroes,', 'inspirational']"
25,"George R.R. Martin,","“When the snows fall and the white winds blow, the lone wolf dies but the pack survives.”",2804,"['friendship,', 'loneliness']"
26,Eleanor Roosevelt,"“It takes courage to love, but pain through love is the purifying fire which those who love generously know. We all know people who are so much afraid of pain that they shut themselves up like clams in a shell and, giving out nothing, receive nothing and therefore shrink until life is a mere living death.”",2803,['love']
27,Aung San Suu Kyi,"“The only real prison is fear, and the only real freedom is freedom from fear”",2802,['civil-rights']
28,James Joyce,“Shut your eyes and see.”,2802,
29,John Lennon,“There's nowhere you can be that isn't where you're meant to be...”,2802,"['beatles,', 'destiny,', 'fate,', 'life']"
0,"Janet Fitch,","“ Loneliness is the human condition. Cultivate it. The way it tunnels into you allows your soul room to grow. Never expect to outgrow loneliness. Never hope to find people who will understand you, someone to fill that space. An intelligent, sensitive person is the exception, the very great exception. If you expect to find people who will understand you, you will grow murderous with disappointment. The best you'll ever do is to understand yourself, know what it is that you want, and not let the cattle stand in your way.”",2802,['loneliness']
1,Anne Rice,“You do have a story inside you; it lies articulate and waiting to be written — behind your silence and your suffering.”,2801,"['anne-rice,', 'pandora']"
2,"Nicholas Sparks,","“I have faith that God will show you the answer. But you have to understand that sometimes it takes a while to be able to recognize what God wants you to do. That's how it often is. God's voice is usually nothing more than a whisper, and you have to listen very carefully to hear it. But other times, in those rarest of moments, the answer is obvious and rings as loud as a church bell.”",2800,['god']
3,"Erma Bombeck,","“When God Created Mothers""",2800,"['children,', 'family,', 'humor,', 'love,', 'mothers,', 'mothers-day,', 'sadness']"
4,"Toni Morrison,","“Freeing yourself was one thing, claiming ownership of that freed self was another.”",2799,"['freedom,', 'self']"
5,Groucho Marx,“Learn from the mistakes of others. You can never live long enough to make them all yourself.”,2798,['attributed-no-source']
6,Guy de Maupassant,“Words dazzle and deceive because they are mimed by the face. But black words on a white page are the soul laid bare.”,2797,['books']
7,"Lauren Oliver,",“I guess that’s just part of loving people: You have to give things up. Sometimes you even have to give them up.”,2797,"['give,', 'love,', 'sacrifice']"
8,"Nicholas Sparks,","“We sit silently and watch the world around us. This has taken a lifetime to learn. It seems only the old are able to sit next to one another and not say anything and still feel content. The young, brash and impatient, must always break the silence. It is a waste, for silence is pure. Silence is holy. It draws people together because only those who are comfortable with each other can sit without speaking. This is the great paradox.”",2797,"['perception,', 'silence']"
9,"Rainbow Rowell,","“I don’t trust anybody. Not anybody. And the more that I care about someone, the more sure I am they’re going to get tired of me and take off.”",2796,"['fear,', 'friendship,', 'tired,', 'trust']"
10,Dr. Seuss,"“They say I'm old-fashioned, and live in the past, but sometimes I think progress progresses too fast!”",2793,"['life,', 'time']"
11,"Rita Mae Brown,","“Sorrow is how we learn to love. Your heart isn't breaking. It hurts because it's getting larger. The larger it gets, the more love it holds.”",2791,['love']
12,Tom Robbins,"“When we're incomplete, we're always searching for somebody to complete us. When, after a few years or a few months of a relationship, we find that we're still unfulfilled, we blame our partners and take up with somebody more promising. This can go on and on--series polygamy--until we admit that while a partner can add sweet dimensions to our lives, we, each of us, are responsible for our own fulfillment. Nobody else can provide it for us, and to believe otherwise is to delude ourselves dangerously and to program for eventual failure every relationship we enter.”",2789,['relationships']
13,"V. S. Naipaul,",“The only lies for which we are truly punished are those we tell ourselves.”,2788,
14,"Cassandra Clare,","“Trains are great dirty smoky things,"" said Will. ""You won't like it.""",2787,"['clockwork-prince,', 'humor,', 'jem-carstairs,', 'teasing,', 'tessa-gray,', 'will-herondale']"
15,"Audre Lorde,",“Your silence will not protect you.”,2787,"['protection,', 'silence,', 'speech']"
16,"Charles Dickens,","“It is a far, far better thing that I do, than I have ever done; it is a far, far better rest that I go to than I have ever known.”",2787,"['last-words,', 'self-sacrifice']"
17,Mae West,"“Between two evils, I always pick the one I never tried before.”",2786,"['evil,', 'temptation']"
18,Zadie Smith,"“The past is always tense, the future perfect.”",2784,"['future,', 'grammar,', 'language,', 'past']"
19,"Stephen Chbosky,","“It's much easier to not know things sometimes. Things change and friends leave. And life doesn't stop for anybody. I wanted to laugh. Or maybe get mad. Or maybe shrug at how strange everybody was, especially me. I think the idea is that every person has to live for his or her own life and than make the choice to share it with other people. You can't just sit their and put everybody's lives ahead of yours and think that counts as love. You just can't. You have to do things. I'm going to do what I want to do. I'm going to be who I really am. And I'm going to figure out what that is. And we could all sit around and wonder and feel bad about each other and blame a lot of people for what they did or didn't do or what they didn't know. I don't know. I guess there could always be someone to blame. It's just different. Maybe it's good to put things in perspective, but sometimes, I think that the only perspective is to really be there. Because it's okay to feel things. I was really there. And that was enough to make me feel infinite. I feel infinite.”",2783,
20,Karen Blixen,"“I know of a cure for everything: salt water...in one way or the other. Sweat, or tears, or the salt sea.”",2781,
21,"Lewis Carroll,",“Curiouser and curiouser!”,2781,['alice-in-wonderland']
22,"Charles Dickens,","“Heaven knows we need never be ashamed of our tears, for they are rain upon the blinding dust of earth, overlying our hard hearts. I was better after I had cried, than before--more sorry, more aware of my own ingratitude, more gentle.”",2779,"['crying,', 'heartfelt,', 'shame,', 'sorrow,', 'tears']"
23,Nelson Mandela,"“I learned that courage was not the absence of fear, but the triumph over it. The brave man is not he who does not feel afraid, but he who conquers that fear.”",2778,"['bravery,', 'courage,', 'fear']"
24,"C.S. Lewis,",“No one ever told me that grief felt so like fear.”,2775,"['fear,', 'grief,', 'sorrow']"
25,"J.K. Rowling,","“An Unbreakable Vow?"" said Ron, looking stunned. ""Nah, he can’t have.... Are you sure?""",2774,"['harry-potter,', 'humor,', 'malfoy,', 'ron-weasley,', 'snape,', 'unbreakable-vow']"
